CHECK_A,DURATION,C_HIST,PURPOSE,AMOUNT,SAVE_A,EMPLOY,INSTALL_R,PERSONAL,GUARANTEE,RESIDENCE,PROPERTY,AGE,INSTALL_P,HOUSING,N_EXIST,JOB,N_PEOPLE,TEL,FOREIGN,CREDIT
GT_200DM,24,existing_paid,radio_tv,1258,500_1000DM,1to4YR,3,FEMALE_DIVORCED,none,3,vehicle,57,none,own,1,unskilled_res,1,none,yes,0
0to200DM,6,existing_paid,radio_tv,753,lt_100DM,1to4YR,2,FEMALE_DIVORCED,guarantor,3,real_estate,64,none,own,1,skilled_office,1,none,yes,0
0to200DM,18,delay_in_past,business,2427,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,2,savings,42,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,24,delay_in_past,car_new,2538,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,47,none,own,2,unskilled_res,2,none,yes,1
0to200DM,15,credit_thisbank_paid,car_new,1264,100_500DM,1to4YR,2,MALE_MARRIED,none,2,savings,25,none,rent,1,skilled_office,1,none,yes,1
0to200DM,30,critical_acc,furn_equip,8386,lt_100DM,4to7YR,2,MALE_SINGLE,none,2,savings,49,none,own,1,skilled_office,1,none,yes,1
NO_CHECK_A,48,existing_paid,business,4844,lt_100DM,unemployed,3,MALE_SINGLE,none,2,vehicle,33,bank,rent,1,mgmt_selfemp,1,yes,yes,1
GT_200DM,21,existing_paid,car_new,2923,100_500DM,1to4YR,1,FEMALE_DIVORCED,none,1,vehicle,28,bank,own,1,mgmt_selfemp,1,yes,yes,0
LT_0DM,36,existing_paid,car_used,8229,lt_100DM,1to4YR,2,MALE_SINGLE,none,2,savings,26,none,own,1,skilled_office,2,none,yes,1
NO_CHECK_A,24,critical_acc,furn_equip,2028,lt_100DM,4to7YR,2,MALE_SINGLE,none,2,savings,30,none,own,2,unskilled_res,1,none,yes,0
LT_0DM,15,critical_acc,furn_equip,1433,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,3,savings,25,none,rent,2,skilled_office,1,none,yes,0
GT_200DM,42,no_credit,business,6289,lt_100DM,LT_1YR,2,MALE_DIVORCED,none,1,savings,33,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,13,existing_paid,radio_tv,1409,100_500DM,unemployed,2,FEMALE_DIVORCED,none,4,real_estate,64,none,own,1,skilled_office,1,none,yes,0
LT_0DM,24,existing_paid,car_used,6579,lt_100DM,unemployed,4,MALE_SINGLE,none,2,no_property,29,none,for_free,1,mgmt_selfemp,1,yes,yes,0
0to200DM,24,critical_acc,radio_tv,1743,lt_100DM,GT_7YR,4,MALE_SINGLE,none,2,savings,48,none,own,2,unskilled_res,1,none,yes,0
NO_CHECK_A,12,critical_acc,education,3565,NO_SAVINGS_ACC,LT_1YR,2,MALE_SINGLE,none,1,savings,37,none,own,2,unskilled_res,2,none,yes,0
NO_CHECK_A,15,credit_thisbank_paid,radio_tv,1569,100_500DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,34,bank,own,1,unskilled_res,2,none,yes,0
LT_0DM,18,existing_paid,radio_tv,1936,NO_SAVINGS_ACC,4to7YR,2,MALE_MARRIED,none,4,vehicle,23,none,rent,2,unskilled_res,1,none,yes,0
LT_0DM,36,existing_paid,furn_equip,3959,lt_100DM,unemployed,4,MALE_SINGLE,none,3,savings,30,none,own,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,12,existing_paid,car_new,2390,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,3,vehicle,50,none,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,12,existing_paid,furn_equip,1736,lt_100DM,4to7YR,3,FEMALE_DIVORCED,none,4,real_estate,31,none,own,1,unskilled_res,1,none,yes,0
LT_0DM,30,existing_paid,car_used,3857,lt_100DM,1to4YR,4,MALE_DIVORCED,none,4,savings,40,none,own,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,12,existing_paid,radio_tv,804,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,38,none,own,1,skilled_office,1,none,yes,0
LT_0DM,45,existing_paid,radio_tv,1845,lt_100DM,1to4YR,4,MALE_SINGLE,none,4,no_property,23,none,for_free,1,skilled_office,1,yes,yes,1
0to200DM,45,critical_acc,car_used,4576,100_500DM,unemployed,3,MALE_SINGLE,none,4,vehicle,27,none,own,1,skilled_office,1,none,yes,0
